Ticket ID,Ticket Subject,Ticket Type,predicted_type,Ticket Priority,predicted_priority
3759,Payment issue,Refund request,Billing inquiry,Critical,Critical
3760,Product compatibility,Billing inquiry,Billing inquiry,Critical,High
3761,Product setup,Billing inquiry,Billing inquiry,Critical,Critical
3762,Account access,Billing inquiry,Refund request,High,High
3763,Data loss,Technical issue,Technical issue,High,High
3764,Hardware issue,Billing inquiry,Refund request,Critical,Critical
3765,Data loss,Technical issue,Technical issue,Critical,Medium
3766,Cancellation request,Billing inquiry,Product inquiry,Medium,Critical
3767,Refund request,Cancellation request,Cancellation request,Low,High
3768,Software bug,Billing inquiry,Billing inquiry,Medium,Medium
3769,Data loss,Technical issue,Product inquiry,High,Medium
3770,Hardware issue,Refund request,Refund request,High,Low
3771,Product setup,Technical issue,Billing inquiry,High,Critical
3772,Peripheral compatibility,Cancellation request,Billing inquiry,Medium,Medium
3773,Delivery problem,Billing inquiry,Billing inquiry,High,High
3774,Product setup,Product inquiry,Product inquiry,Medium,Medium
3775,Cancellation request,Cancellation request,Cancellation request,High,Medium
3776,Product compatibility,Refund request,Refund request,High,Medium
3777,Refund request,Product inquiry,Billing inquiry,High,High
3778,Account access,Cancellation request,Refund request,High,Low
3779,Account access,Billing inquiry,Product inquiry,High,High
3780,Refund request,Technical issue,Refund request,Low,Low
3781,Software bug,Technical issue,Technical issue,Low,Low
3782,Product compatibility,Billing inquiry,Product inquiry,Medium,Medium
3783,Product compatibility,Cancellation request,Product inquiry,Low,Medium
3784,Refund request,Billing inquiry,Billing inquiry,Medium,Critical
3785,Peripheral compatibility,Product inquiry,Cancellation request,High,High
3786,Network problem,Product inquiry,Technical issue,Critical,Critical
3787,Battery life,Product inquiry,Refund request,Medium,Medium
3788,Product setup,Product inquiry,Technical issue,Low,Medium
3789,Cancellation request,Cancellation request,Product inquiry,Medium,Medium
3790,Battery life,Product inquiry,Technical issue,Low,Low
3791,Delivery problem,Cancellation request,Cancellation request,Critical,Low
3792,Cancellation request,Refund request,Refund request,Low,Low
3793,Network problem,Refund request,Billing inquiry,High,High
3794,Data loss,Cancellation request,Cancellation request,High,High
3795,Product recommendation,Product inquiry,Product inquiry,Low,High
3796,Product setup,Billing inquiry,Refund request,Medium,Critical
3797,Refund request,Product inquiry,Product inquiry,Low,Low
3798,Product compatibility,Refund request,Product inquiry,Medium,Medium
3799,Product recommendation,Cancellation request,Cancellation request,Low,Low
3800,Display issue,Product inquiry,Cancellation request,High,High
3801,Software bug,Billing inquiry,Refund request,Critical,Critical
3802,Network problem,Refund request,Refund request,High,High
3803,Hardware issue,Refund request,Refund request,Low,High
3804,Data loss,Product inquiry,Product inquiry,Critical,Medium
3805,Data loss,Technical issue,Technical issue,Critical,Medium
3806,Installation support,Billing inquiry,Billing inquiry,Low,Low
3807,Cancellation request,Product inquiry,Product inquiry,High,High
3808,Installation support,Cancellation request,Cancellation request,Critical,High
3809,Product recommendation,Cancellation request,Refund request,Critical,Low
3810,Data loss,Cancellation request,Cancellation request,Critical,Critical
3811,Cancellation request,Product inquiry,Product inquiry,Critical,Low
3812,Installation support,Product inquiry,Product inquiry,Critical,Critical
3813,Product recommendation,Billing inquiry,Billing inquiry,High,Low
3814,Display issue,Cancellation request,Product inquiry,Critical,Medium
3815,Product recommendation,Billing inquiry,Billing inquiry,Critical,Low
3816,Delivery problem,Product inquiry,Cancellation request,High,Low
3817,Product compatibility,Product inquiry,Product inquiry,Medium,Medium
3818,Peripheral compatibility,Refund request,Refund request,High,High
3819,Peripheral compatibility,Technical issue,Technical issue,Critical,Critical
3820,Delivery problem,Billing inquiry,Refund request,High,Critical
3821,Refund request,Cancellation request,Technical issue,High,High
3822,Installation support,Cancellation request,Technical issue,Low,Critical
3823,Hardware issue,Refund request,Refund request,Critical,Critical
3824,Product recommendation,Billing inquiry,Billing inquiry,Low,High
3825,Battery life,Technical issue,Product inquiry,Low,Low
3826,Product compatibility,Refund request,Refund request,Critical,Low
3827,Product compatibility,Billing inquiry,Billing inquiry,Critical,Medium
3828,Display issue,Refund request,Refund request,High,Medium
3829,Software bug,Refund request,Product inquiry,Medium,Low
3830,Product compatibility,Billing inquiry,Billing inquiry,High,Low
3831,Display issue,Billing inquiry,Billing inquiry,Low,Low
3832,Payment issue,Technical issue,Billing inquiry,High,Low
3833,Account access,Cancellation request,Cancellation request,Medium,High
3834,Display issue,Product inquiry,Product inquiry,Critical,High
3835,Product compatibility,Refund request,Billing inquiry,Low,Low
3836,Cancellation request,Technical issue,Cancellation request,Critical,Critical
3837,Refund request,Refund request,Product inquiry,Medium,Critical
3838,Product compatibility,Refund request,Refund request,High,High
3839,Payment issue,Billing inquiry,Billing inquiry,High,High
3840,Delivery problem,Technical issue,Technical issue,Low,Low
3841,Software bug,Product inquiry,Billing inquiry,High,Medium
3842,Account access,Billing inquiry,Billing inquiry,Critical,Low
3843,Data loss,Billing inquiry,Refund request,High,High
3844,Peripheral compatibility,Product inquiry,Product inquiry,Critical,Medium
3845,Peripheral compatibility,Cancellation request,Refund request,Medium,High
3846,Cancellation request,Refund request,Technical issue,Medium,Medium
3847,Refund request,Cancellation request,Cancellation request,High,Medium
3848,Hardware issue,Technical issue,Cancellation request,Critical,Critical
3849,Peripheral compatibility,Product inquiry,Product inquiry,High,High
3850,Product compatibility,Cancellation request,Billing inquiry,Low,Medium
3851,Delivery problem,Cancellation request,Cancellation request,Critical,Low
3852,Network problem,Refund request,Cancellation request,High,Medium
3853,Network problem,Product inquiry,Cancellation request,Medium,Medium
3854,Refund request,Product inquiry,Refund request,Low,Low
3855,Product setup,Billing inquiry,Cancellation request,Critical,Critical
3856,Hardware issue,Refund request,Cancellation request,Critical,Critical
3857,Network problem,Refund request,Product inquiry,Medium,Medium
3858,Product compatibility,Cancellation request,Product inquiry,High,Critical
3859,Installation support,Cancellation request,Product inquiry,Medium,Medium
3860,Refund request,Refund request,Refund request,High,High
3861,Cancellation request,Product inquiry,Technical issue,Critical,Medium
3862,Refund request,Cancellation request,Product inquiry,Medium,Medium
3863,Peripheral compatibility,Refund request,Refund request,Critical,Medium
3864,Hardware issue,Technical issue,Technical issue,Low,High
3865,Product compatibility,Billing inquiry,Billing inquiry,Critical,Critical
3866,Product compatibility,Refund request,Technical issue,High,High
3867,Peripheral compatibility,Cancellation request,Cancellation request,Low,High
3868,Product setup,Billing inquiry,Technical issue,Medium,Medium
3869,Data loss,Refund request,Refund request,High,Medium
3870,Payment issue,Product inquiry,Billing inquiry,Low,Medium
3871,Payment issue,Billing inquiry,Refund request,Critical,Critical
3872,Display issue,Cancellation request,Cancellation request,Low,High
3873,Product recommendation,Billing inquiry,Refund request,Medium,Medium
3874,Hardware issue,Billing inquiry,Billing inquiry,Low,Low
3875,Data loss,Billing inquiry,Cancellation request,Low,High
3876,Software bug,Technical issue,Product inquiry,Low,Critical
3877,Data loss,Product inquiry,Product inquiry,Critical,Critical
3878,Product compatibility,Product inquiry,Technical issue,Critical,Critical
3879,Payment issue,Product inquiry,Refund request,Critical,Low
3880,Product compatibility,Refund request,Cancellation request,Critical,Medium
3881,Payment issue,Product inquiry,Product inquiry,Low,Critical
3882,Delivery problem,Refund request,Refund request,High,High
3883,Cancellation request,Cancellation request,Cancellation request,Low,Low
3884,Cancellation request,Cancellation request,Cancellation request,Medium,Low
3885,Data loss,Product inquiry,Technical issue,High,High
3886,Peripheral compatibility,Cancellation request,Billing inquiry,Medium,Critical
3887,Refund request,Cancellation request,Cancellation request,Low,Medium
3888,Hardware issue,Refund request,Cancellation request,Low,Low
3889,Hardware issue,Product inquiry,Refund request,Critical,Critical
3890,Delivery problem,Billing inquiry,Billing inquiry,Medium,Medium
3891,Battery life,Product inquiry,Technical issue,High,High
3892,Software bug,Refund request,Billing inquiry,Medium,Critical
3893,Delivery problem,Technical issue,Technical issue,Critical,Medium
3894,Product recommendation,Refund request,Refund request,Critical,High
3895,Hardware issue,Billing inquiry,Billing inquiry,Critical,Critical
3896,Cancellation request,Product inquiry,Product inquiry,High,Medium
3897,Product compatibility,Billing inquiry,Billing inquiry,High,High
3898,Product compatibility,Technical issue,Cancellation request,Medium,Critical
3899,Hardware issue,Technical issue,Refund request,Low,High
3900,Refund request,Product inquiry,Product inquiry,High,High
3901,Payment issue,Product inquiry,Refund request,Medium,Medium
3902,Hardware issue,Refund request,Refund request,High,High
3903,Battery life,Refund request,Cancellation request,Critical,High
3904,Delivery problem,Technical issue,Cancellation request,Critical,High
3905,Data loss,Cancellation request,Cancellation request,Critical,High
3906,Cancellation request,Product inquiry,Technical issue,Critical,Medium
3907,Product compatibility,Technical issue,Refund request,Critical,Critical
3908,Account access,Product inquiry,Product inquiry,High,Low
3909,Data loss,Technical issue,Technical issue,High,High
3910,Installation support,Refund request,Technical issue,High,Low
3911,Refund request,Billing inquiry,Cancellation request,Critical,Critical
3912,Refund request,Product inquiry,Product inquiry,Low,Low
3913,Product compatibility,Product inquiry,Product inquiry,High,Low
3914,Network problem,Technical issue,Technical issue,High,Low
3915,Product recommendation,Billing inquiry,Billing inquiry,High,High
3916,Software bug,Product inquiry,Product inquiry,Low,Medium
3917,Refund request,Technical issue,Technical issue,Critical,Critical
3918,Installation support,Refund request,Product inquiry,Medium,Medium
3919,Refund request,Cancellation request,Cancellation request,High,Critical
3920,Cancellation request,Billing inquiry,Billing inquiry,Medium,Medium
3921,Display issue,Cancellation request,Cancellation request,Medium,Medium
3922,Product compatibility,Product inquiry,Refund request,Medium,Critical
3923,Payment issue,Cancellation request,Refund request,Low,Low
3924,Network problem,Product inquiry,Technical issue,Medium,Medium
3925,Battery life,Cancellation request,Cancellation request,Medium,Medium
3926,Installation support,Refund request,Technical issue,Low,Low
3927,Peripheral compatibility,Technical issue,Technical issue,Critical,Low
3928,Product recommendation,Refund request,Refund request,Low,Low
3929,Refund request,Product inquiry,Technical issue,Low,Low
3930,Hardware issue,Billing inquiry,Billing inquiry,Critical,Critical
3931,Delivery problem,Cancellation request,Technical issue,Low,High
3932,Display issue,Technical issue,Cancellation request,High,Medium
